"","GEOID10","stops2010","pop2010","stops2011","pop2011","stops2012","pop2012"
"1396",36081002200,237,2077,216,2077,94,2077
"1397",36081002400,94,2145,113,2145,70,2145
"1398",36081002500,1975,7571,2033,7571,1491,7571
"1399",36081002600,184,2055,249,2055,112,2055
"1400",36081002800,134,3033,139,3033,109,3033
"1401",36081003000,34,1399,38,1399,25,1399
"1402",36081003100,73,1388,89,1388,94,1388
"1403",36081003200,131,1504,189,1504,130,1504
"1404",36081003300,306,2474,410,2474,359,2474
"1405",36081003400,367,2201,337,2201,298,2201
"1406",36081003600,134,3295,125,3295,74,3295
"1407",36081003700,35,0,67,0,45,0
"1408",36081003800,124,2287,97,2287,94,2287
"1409",36081003900,110,1592,126,1592,156,1592
"1410",36081004001,100,2134,49,2134,48,2134
"1411",36081004002,256,1270,198,1270,144,1270
"1412",36081004200,320,4120,355,4120,249,4120
"1413",36081004300,285,2437,301,2437,230,2437
"1414",36081004401,308,3500,282,3500,242,3500
"1415",36081004500,156,2975,193,2975,158,2975
"1416",36081004700,374,3984,401,3984,271,3984
"1417",36081005000,68,29,23,29,29,29
"1418",36081005100,146,2231,173,2231,139,2231
"1419",36081005200,144,2751,124,2751,104,2751
"1420",36081005300,195,5340,162,5340,116,5340
"1421",36081005400,225,5257,201,5257,228,5257
"1422",36081005500,136,1067,100,1067,89,1067
"1423",36081005700,165,4321,115,4321,65,4321
"1424",36081005800,260,5414,195,5414,124,5414
"1425",36081005900,241,4169,153,4169,151,4169
"1426",36081006100,128,5644,78,5644,62,5644
"1427",36081006201,46,5128,37,5128,17,5128
"1428",36081006202,126,6253,172,6253,84,6253
"1429",36081006300,351,5949,127,5949,111,5949
"1430",36081006501,59,3676,32,3676,42,3676
"1431",36081006502,145,3853,91,3853,60,3853
"1432",36081006900,93,4611,95,4611,101,4611
"1433",36081007100,184,3963,118,3963,157,3963
"1434",36081007300,121,4231,86,4231,81,4231
"1435",36081007500,163,4116,149,4116,68,4116
"1436",36081007700,342,1478,356,1478,226,1478
"1437",36081007900,189,3493,257,3493,184,3493
"1438",36081008100,137,1188,206,1188,164,1188
"1439",36081008300,207,2950,240,2950,245,2950
"1440",36081008500,183,1270,168,1270,163,1270
"1441",36081008600,239,2811,268,2811,300,2811
"1442",36081008700,485,4582,454,4582,340,4582
"1443",36081008800,173,3095,172,3095,72,3095
"1444",36081009100,58,2796,73,2796,38,2796
"1445",36081009400,548,2834,593,2834,238,2834
"1446",36081009500,43,2289,54,2289,35,2289
"1447",36081009600,176,3135,185,3135,92,3135
"1448",36081009700,61,3580,60,3580,48,3580
"1449",36081009800,143,2688,262,2688,118,2688
"1450",36081009900,57,3,96,3,58,3
"1451",36081010000,277,3571,257,3571,105,3571
"1452",36081010100,64,2552,48,2552,99,2552
"1453",36081010200,254,2677,198,2677,91,2677
"1454",36081010300,143,3934,171,3934,168,3934
"1455",36081010400,161,3147,251,3147,145,3147
"1456",36081010500,71,4244,97,4244,134,4244
"1457",36081010600,222,3427,353,3427,207,3427
"1458",36081010701,35,0,41,0,63,0
"1459",36081010800,124,2980,161,2980,150,2980
"1460",36081011000,114,3075,142,3075,91,3075
"1461",36081011100,49,3050,39,3050,46,3050
"1462",36081011200,108,2358,113,2358,117,2358
"1463",36081011300,53,4234,61,4234,105,4234
"1464",36081011400,122,1330,139,1330,115,1330
"1465",36081011500,139,2325,168,2325,140,2325
"1466",36081011600,163,2178,166,2178,103,2178
"1467",36081011700,64,3848,63,3848,80,3848
"1468",36081011800,236,2628,254,2628,148,2628
"1469",36081011900,32,1701,18,1701,38,1701
"1470",36081012000,117,2487,150,2487,146,2487
"1471",36081012100,34,2064,27,2064,28,2064
"1472",36081012200,226,2971,193,2971,105,2971
"1473",36081012301,100,2910,108,2910,181,2910
"1474",36081012400,418,2914,440,2914,297,2914
"1475",36081012500,102,1662,136,1662,110,1662
"1476",36081012601,194,2413,162,2413,124,2413
"1477",36081012602,139,2578,78,2578,67,2578
"1478",36081012800,76,2030,82,2030,102,2030
"1479",36081013000,83,1745,60,1745,61,1745
"1480",36081013200,80,1772,92,1772,48,1772
"1481",36081013400,41,5474,35,5474,32,5474
"1482",36081013500,18,1411,11,1411,24,1411
"1483",36081013600,14,1972,22,1972,13,1972
"1484",36081013700,67,1579,44,1579,74,1579
"1485",36081013800,14,3604,21,3604,20,3604
"1486",36081014000,64,3705,56,3705,53,3705
"1487",36081014100,42,1621,73,1621,42,1621
"1488",36081014201,152,4348,190,4348,121,4348
"1489",36081014202,188,2838,398,2838,259,2838
"1490",36081014300,172,4065,96,4065,83,4065
"1491",36081014400,175,2109,278,2109,118,2109
"1492",36081014500,50,2246,39,2246,57,2246
"1493",36081014700,126,3054,124,3054,65,3054
"1494",36081014800,121,2265,176,2265,106,2265
"1495",36081014900,108,2674,81,2674,56,2674
"1496",36081015000,191,2458,255,2458,195,2458
"1497",36081015100,92,2794,118,2794,71,2794
"1498",36081015200,134,2721,181,2721,100,2721
"1499",36081015300,102,2145,103,2145,49,2145
"1500",36081015400,143,2333,192,2333,123,2333
"1501",36081015500,338,2251,199,2251,211,2251
"1502",36081015600,165,3218,157,3218,153,3218
"1503",36081015700,175,1543,107,1543,96,1543
"1504",36081015801,261,3737,364,3737,230,3737
"1505",36081015802,488,4398,878,4398,419,4398
"1506",36081015900,137,4136,85,4136,61,4136
"1507",36081016100,226,2377,142,2377,64,2377
"1508",36081016300,357,4382,315,4382,163,4382
"1509",36081016400,89,3313,98,3313,85,3313
"1510",36081016600,414,3278,302,3278,208,3278
"1511",36081016800,157,2684,117,2684,97,2684
"1512",36081016900,162,5539,160,5539,111,5539
"1513",36081017000,125,2600,159,2600,124,2600
"1514",36081017100,232,8,206,8,78,8
"1515",36081017200,161,2101,165,2101,134,2101
"1516",36081017400,125,2244,120,2244,74,2244
"1517",36081017600,90,2143,110,2143,56,2143
"1518",36081017800,142,1925,217,1925,100,1925
"1519",36081017900,322,1054,314,1054,192,1054
"1520",36081018000,222,1090,505,1090,192,1090
"1521",36081018101,108,4090,126,4090,91,4090
"1522",36081018102,100,3928,101,3928,101,3928
"1523",36081018200,171,2267,193,2267,139,2267
"1524",36081018300,177,6031,210,6031,163,6031
"1525",36081018401,369,2054,415,2054,347,2054
"1526",36081018402,347,2223,438,2223,262,2223
"1527",36081018501,133,3611,122,3611,89,3611
"1528",36081018502,67,3633,73,3633,50,3633
"1529",36081018600,102,1623,111,1623,43,1623
"1530",36081018700,56,3088,55,3088,30,3088
"1531",36081018800,50,1236,114,1236,30,1236
"1532",36081018900,225,3492,189,3492,150,3492
"1533",36081019000,329,1969,437,1969,339,1969
"1534",36081019200,64,1914,117,1914,50,1914
"1535",36081019400,99,2628,142,2628,141,2628
"1536",36081019600,255,2643,249,2643,204,2643
"1537",36081019800,420,2930,652,2930,412,2930
"1538",36081019900,198,1028,88,1028,111,1028
"1539",36081020200,20,1387,36,1387,49,1387
"1540",36081020400,232,2098,357,2098,226,2098
"1541",36081020500,50,1202,71,1202,52,1202
"1542",36081020600,255,1712,94,1712,66,1712
"1543",36081020800,305,2539,283,2539,267,2539
"1544",36081021200,1061,2754,1034,2754,974,2754
"1545",36081021400,309,6194,364,6194,307,6194
"1546",36081021600,158,4016,130,4016,79,4016
"1547",36081021900,55,7,45,7,25,7
"1548",36081022001,118,6074,64,6074,79,6074
"1549",36081022002,104,5569,148,5569,104,5569
"1550",36081022900,92,27,66,27,59,27
"1551",36081023000,70,1795,65,1795,58,1795
"1552",36081023200,168,5090,159,5090,103,5090
"1553",36081023500,672,8278,575,8278,318,8278
"1554",36081023600,901,2638,921,2638,452,2638
"1555",36081023800,447,5101,301,5101,249,5101
"1556",36081024000,2204,5464,3215,5464,1973,5464
"1557",36081024300,152,5440,118,5440,129,5440
"1558",36081024500,131,4942,88,4942,69,4942
"1559",36081024600,281,0,350,0,314,0
"1560",36081024700,35,1509,51,1509,35,1509
"1561",36081024900,210,5546,130,5546,90,5546
"1562",36081025100,213,5720,163,5720,63,5720
"1563",36081025301,250,4591,216,4591,116,4591
"1564",36081025302,160,2876,136,2876,106,2876
"1565",36081025400,2411,8207,1613,8207,1412,8207
"1566",36081025500,189,1507,133,1507,92,1507
"1567",36081025700,149,1542,125,1542,73,1542
"1568",36081025800,698,1978,369,1978,400,1978
"1569",36081025900,287,3516,157,3516,114,3516
"1570",36081026000,667,2339,368,2339,414,2339
"1571",36081026100,463,7414,362,7414,167,7414
"1572",36081026200,174,1465,213,1465,169,1465
"1573",36081026300,512,6220,535,6220,310,6220
"1574",36081026400,100,2257,186,2257,106,2257
"1575",36081026500,609,4494,606,4494,336,4494
"1576",36081026600,219,1755,197,1755,142,1755
"1577",36081026700,1166,6002,1092,6002,684,6002
"1578",36081026901,555,5304,587,5304,397,5304
"1579",36081026902,230,4444,216,4444,221,4444
"1580",36081027000,221,1647,288,1647,159,1647
"1581",36081027100,515,8726,483,8726,601,8726
"1582",36081027200,216,1846,293,1846,237,1846
"1583",36081027300,1353,8631,1768,8631,755,8631
"1584",36081027400,221,1735,235,1735,170,1735
"1585",36081027500,695,6887,964,6887,500,6887
"1586",36081027600,159,1165,166,1165,211,1165
"1587",36081027700,598,8757,1065,8757,395,8757
"1588",36081027800,540,2256,451,2256,213,2256
"1589",36081027900,263,6317,318,6317,113,6317
"1590",36081028000,164,1551,157,1551,179,1551
"1591",36081028100,341,5722,474,5722,224,5722
"1592",36081028200,257,1545,288,1545,258,1545
"1593",36081028300,738,7415,988,7415,399,7415
"1594",36081028400,148,3438,263,3438,217,3438
"1595",36081028500,310,4729,516,4729,209,4729
"1596",36081028700,463,6232,739,6232,257,6232
"1597",36081028800,546,4230,843,4230,479,4230
"1598",36081028900,125,5176,258,5176,85,5176
"1599",36081029100,182,7039,312,7039,117,7039
"1600",36081029300,159,1351,211,1351,142,1351
"1601",36081029400,589,6664,751,6664,855,6664
"1602",36081029500,131,3670,158,3670,90,3670
"1603",36081029700,150,2162,148,2162,168,2162
"1604",36081029900,33,0,36,0,29,0
"1605",36081030600,227,4213,293,4213,163,4213
"1606",36081030902,142,7992,125,7992,58,7992
"1607",36081030903,235,6743,263,6743,130,6743
"1608",36081030904,74,3712,79,3712,62,3712
"1609",36081031700,69,6151,72,6151,88,6151
"1610",36081032000,310,4645,422,4645,256,4645
"1611",36081032700,123,4255,128,4255,55,4255
"1612",36081032800,172,2409,216,2409,148,2409
"1613",36081032900,254,4018,217,4018,127,4018
"1614",36081033000,327,6170,400,6170,275,6170
"1615",36081033100,4,0,1,0,1,0
"1616",36081033401,104,3128,155,3128,114,3128
"1617",36081033402,233,12575,294,12575,298,12575
"1618",36081033700,94,3619,92,3619,39,3619
"1619",36081033900,269,3400,228,3400,122,3400
"1620",36081034700,188,3268,226,3268,112,3268
"1621",36081035100,244,4240,155,4240,61,4240
"1622",36081035200,298,2414,348,2414,260,2414
"1623",36081035300,90,2690,125,2690,92,2690
"1624",36081035700,174,4947,129,4947,98,4947
"1625",36081035800,351,3927,419,3927,313,3927
"1626",36081036100,240,2426,290,2426,182,2426
"1627",36081036300,324,2397,317,2397,189,2397
"1628",36081036500,157,3885,131,3885,87,3885
"1629",36081036600,248,2592,461,2592,205,2592
"1630",36081036700,102,2676,88,2676,75,2676
"1631",36081036800,51,2362,51,2362,71,2362
"1632",36081037100,49,1597,31,1597,48,1597
"1633",36081037300,149,2532,154,2532,125,2532
"1634",36081037500,651,3783,848,3783,456,3783
"1635",36081037600,181,5598,308,5598,168,5598
"1636",36081037700,289,4227,475,4227,162,4227
"1637",36081037900,454,6214,881,6214,319,6214
"1638",36081038100,546,6808,800,6808,278,6808
"1639",36081038301,66,0,40,0,44,0
"1640",36081038302,596,56,471,56,572,56
"1641",36081038400,132,2333,171,2333,117,2333
"1642",36081039400,183,2814,296,2814,171,2814
"1643",36081039800,79,1657,96,1657,72,1657
"1644",36081039900,434,4132,376,4132,170,4132
"1645",36081040000,41,1267,47,1267,56,1267
"1646",36081040100,621,7527,798,7527,379,7527
"1647",36081040200,66,1368,75,1368,67,1368
"1648",36081040300,795,6777,1029,6777,504,6777
"1649",36081040400,118,3918,142,3918,110,3918
"1650",36081040500,1072,3303,1262,3303,774,3303
"1651",36081040700,890,8304,1183,8304,640,8304
"1652",36081040900,809,5094,754,5094,478,5094
"1653",36081041100,466,3947,271,3947,243,3947
"1654",36081041300,609,4464,297,4464,265,4464
"1655",36081041400,435,4033,424,4033,504,4033
"1656",36081041500,443,4278,238,4278,268,4278
"1657",36081042400,109,2161,156,2161,68,2161
"1658",36081042600,73,512,88,512,82,512
"1659",36081042700,260,4604,213,4604,193,4604
"1660",36081043200,98,1166,157,1166,81,1166
"1661",36081043400,65,1956,87,1956,80,1956
"1662",36081043701,76,3381,66,3381,61,3381
"1663",36081043702,154,6476,128,6476,114,6476
"1664",36081043900,562,4790,302,4790,263,4790
"1665",36081044000,361,3669,422,3669,353,3669
"1666",36081044301,402,4033,295,4033,207,4033
"1667",36081044302,265,5223,209,5223,179,5223
"1668",36081044400,594,3236,555,3236,528,3236
"1669",36081044601,1297,3367,2530,3367,1157,3367
"1670",36081044602,1147,4596,1194,4596,673,4596
"1671",36081044800,174,2571,144,2571,77,2571
"1672",36081045000,85,1943,105,1943,62,1943
"1673",36081045200,237,1153,226,1153,85,1153
"1674",36081045400,556,4773,302,4773,220,4773
"1675",36081045500,240,12330,200,12330,143,12330
"1676",36081045600,92,1338,42,1338,47,1338
"1677",36081045700,105,3355,78,3355,64,3355
"1678",36081045800,261,2016,99,2016,129,2016
"1679",36081045900,147,3975,112,3975,79,3975
"1680",36081046000,805,6006,1259,6006,568,6006
"1681",36081046100,396,3089,338,3089,193,3089
"1682",36081046200,661,7296,494,7296,374,7296
"1683",36081046300,415,4284,240,4284,141,4284
"1684",36081046400,28,1643,18,1643,24,1643
"1685",36081046500,550,4247,500,4247,400,4247
"1686",36081046600,522,3058,219,3058,246,3058
"1687",36081046700,923,7112,447,7112,443,7112
"1688",36081046800,316,3829,188,3829,172,3829
"1689",36081046900,769,8570,620,8570,613,8570
"1690",36081047000,265,3247,140,3247,158,3247
"1691",36081047100,416,4425,306,4425,225,4425
"1692",36081047200,118,3760,74,3760,72,3760
"1693",36081047300,231,3997,173,3997,149,3997
"1694",36081047500,103,4835,56,4835,64,4835
"1695",36081047600,41,1326,14,1326,11,1326
"1696",36081047800,104,5294,90,5294,173,5294
"1697",36081047900,85,5456,105,5456,76,5456
"1698",36081048000,191,2506,146,2506,158,2506
"1699",36081048100,475,6781,328,6781,238,6781
"1700",36081048200,92,1452,110,1452,103,1452
"1701",36081048300,339,4047,224,4047,221,4047
"1702",36081048400,73,4979,107,4979,174,4979
"1703",36081048500,262,4598,242,4598,203,4598
"1704",36081048900,150,1486,124,1486,161,1486
"1705",36081049200,156,4750,119,4750,95,4750
"1706",36081049301,6,2134,7,2134,9,2134
"1707",36081049302,56,2811,31,2811,28,2811
"1708",36081049500,21,1358,19,1358,5,1358
"1709",36081049600,180,3030,127,3030,95,3030
"1710",36081049700,18,3021,7,3021,11,3021
"1711",36081049900,85,5071,101,5071,62,5071
"1712",36081050000,122,4323,134,4323,184,4323
"1713",36081050201,19,1410,28,1410,29,1410
"1714",36081050202,28,1344,45,1344,33,1344
"1715",36081050400,57,1831,57,1831,50,1831
"1716",36081050500,23,1657,36,1657,10,1657
"1717",36081050600,75,1553,90,1553,95,1553
"1718",36081050700,21,3442,33,3442,16,3442
"1719",36081050800,128,1837,119,1837,124,1837
"1720",36081051000,163,1540,114,1540,119,1540
"1721",36081051100,24,2097,19,2097,7,2097
"1722",36081051200,287,2619,325,2619,279,2619
"1723",36081051300,21,2367,8,2367,7,2367
"1724",36081051500,16,2852,13,2852,19,2852
"1725",36081051600,141,1866,153,1866,148,1866
"1726",36081051700,72,1957,44,1957,22,1957
"1727",36081051800,83,1931,138,1931,52,1931
"1728",36081052000,55,1521,146,1521,60,1521
"1729",36081052100,71,1983,76,1983,28,1983
"1730",36081052200,166,1532,245,1532,130,1532
"1731",36081052400,110,1739,123,1739,117,1739
"1732",36081052500,63,2063,42,2063,34,2063
"1733",36081052600,125,1802,195,1802,187,1802
"1734",36081052800,108,1442,198,1442,87,1442
"1735",36081053000,112,2240,269,2240,158,2240
"1736",36081053100,107,3114,88,3114,51,3114
"1737",36081053200,77,1675,134,1675,70,1675
"1738",36081053401,231,1907,214,1907,137,1907
"1739",36081053500,131,1123,93,1123,98,1123
"1740",36081053601,50,1577,63,1577,98,1577
"1741",36081053800,83,1755,109,1755,112,1755
"1742",36081053900,366,4147,450,4147,277,4147
"1743",36081054000,409,4222,318,4222,297,4222
"1744",36081054200,283,5074,227,5074,174,5074
"1745",36081054500,241,3722,127,3722,152,3722
"1746",36081054700,294,4643,200,4643,145,4643
"1747",36081054800,50,2319,66,2319,31,2319
"1748",36081054900,616,5308,480,5308,467,5308
"1749",36081055100,338,4573,277,4573,220,4573
"1750",36081055200,222,3064,174,3064,130,3064
"1751",36081055300,524,2454,392,2454,299,2454
"1752",36081055400,35,2303,44,2303,36,2303
"1753",36081055500,327,2147,403,2147,273,2147
"1754",36081055600,62,2153,25,2153,38,2153
"1755",36081055700,337,3915,279,3915,206,3915
"1756",36081055800,66,1732,43,1732,36,1732
"1757",36081055900,155,1217,150,1217,107,1217
"1758",36081056000,39,1647,38,1647,29,1647
"1759",36081056100,127,73,118,73,109,73
"1760",36081056200,3,1517,7,1517,6,1517
"1761",36081056400,158,1783,151,1783,95,1783
"1762",36081056500,52,1567,66,1567,88,1567
"1763",36081056600,111,1487,125,1487,94,1487
"1764",36081056700,149,4574,136,4574,122,4574
"1765",36081056800,516,4550,335,4550,293,4550
"1766",36081057700,110,3625,130,3625,83,3625
"1767",36081057900,35,1592,43,1592,26,1592
"1768",36081058000,123,3641,115,3641,126,3641
"1769",36081058100,74,2662,98,2662,65,2662
"1770",36081058200,416,4490,402,4490,331,4490
"1771",36081058300,74,3254,47,3254,44,3254
"1772",36081058500,107,4062,97,4062,81,4062
"1773",36081058700,52,3296,74,3296,33,3296
"1774",36081058900,253,4196,239,4196,165,4196
"1775",36081059000,99,1074,97,1074,71,1074
"1776",36081059100,267,5826,260,5826,195,5826
"1777",36081059200,29,1280,46,1280,29,1280
"1778",36081059300,86,3881,81,3881,44,3881
"1779",36081059400,23,1537,46,1537,45,1537
"1780",36081059500,351,4700,270,4700,258,4700
"1781",36081059600,76,1304,102,1304,64,1304
"1782",36081059800,258,1643,294,1643,234,1643
"1783",36081059900,26,1525,10,1525,4,1525
"1784",36081060000,46,1056,44,1056,35,1056
"1785",36081060100,34,2111,34,2111,17,2111
"1786",36081060300,79,1706,74,1706,45,1706
"1787",36081060600,64,1381,93,1381,56,1381
"1788",36081060701,17,25,11,25,6,25
"1789",36081060800,159,1413,187,1413,121,1413
"1790",36081061000,77,1268,73,1268,67,1268
"1791",36081061200,30,1597,54,1597,46,1597
"1792",36081061301,302,5295,223,5295,159,5295
"1793",36081061302,13,19,16,19,12,19
"1794",36081061400,46,1234,38,1234,29,1234
"1795",36081061601,22,2180,51,2180,51,2180
"1796",36081061602,79,1152,82,1152,84,1152
"1797",36081061800,56,1583,84,1583,91,1583
"1798",36081061900,20,2783,45,2783,21,2783
"1799",36081062000,49,1440,33,1440,37,1440
"1800",36081062100,83,2746,85,2746,72,2746
"1801",36081062200,117,1983,117,1983,115,1983
"1802",36081062300,66,1789,59,1789,46,1789
"1803",36081062400,4,1,1,1,2,1
"1804",36081062500,101,2388,127,2388,72,2388
"1805",36081062600,285,2620,365,2620,287,2620
"1806",36081062700,66,2879,57,2879,13,2879
"1807",36081062900,94,2782,74,2782,74,2782
"1808",36081063000,78,1579,94,1579,74,1579
"1809",36081063200,280,2134,237,2134,222,2134
"1810",36081063301,45,1416,32,1416,15,1416
"1811",36081063302,19,1476,14,1476,8,1476
"1812",36081063500,45,2513,59,2513,33,2513
"1813",36081063700,126,3148,141,3148,113,3148
"1814",36081063800,205,3425,182,3425,170,3425
"1815",36081063900,38,2747,63,2747,20,2747
"1816",36081064101,122,1960,157,1960,144,1960
"1817",36081064102,126,113,130,113,139,113
"1818",36081064500,74,1979,66,1979,62,1979
"1819",36081064600,83,2829,87,2829,58,2829
"1820",36081065000,62,2650,69,2650,80,2650
"1821",36081065400,481,2788,403,2788,325,2788
"1822",36081065501,68,0,61,0,33,0
"1823",36081065600,218,4853,250,4853,231,4853
"1824",36081065702,10,1675,11,1675,18,1675
"1825",36081065703,33,2597,37,2597,25,2597
"1826",36081065900,9,1666,13,1666,5,1666
"1827",36081066000,174,3233,136,3233,130,3233
"1828",36081066100,7,1495,8,1495,5,1495
"1829",36081066300,48,2601,67,2601,25,2601
"1830",36081066400,341,9612,303,9612,398,9612
"1831",36081066501,31,3275,34,3275,25,3275
"1832",36081066701,55,2575,41,2575,18,2575
"1833",36081066900,13,1706,3,1706,4,1706
"1834",36081067100,10,2100,21,2100,5,2100
"1835",36081067700,8,1786,24,1786,9,1786
"1836",36081067900,32,4094,25,4094,10,4094
"1837",36081068000,255,4708,326,4708,209,4708
"1838",36081068200,72,1102,77,1102,56,1102
"1839",36081068300,418,4210,406,4210,342,4210
"1840",36081068700,99,4630,88,4630,85,4630
"1841",36081069000,131,3252,163,3252,130,3252
"1842",36081069300,149,2883,159,2883,114,2883
"1843",36081069400,188,3314,129,3314,169,3314
"1844",36081069500,49,2128,71,2128,35,2128
"1845",36081069701,28,3616,33,3616,19,3616
"1846",36081069702,102,3911,115,3911,82,3911
"1847",36081070300,121,2010,142,2010,95,2010
"1848",36081070700,16,2303,22,2303,32,2303
"1849",36081070900,26,2483,19,2483,34,2483
"1850",36081071100,119,5272,148,5272,121,5272
"1851",36081071303,79,4973,91,4973,75,4973
"1852",36081071304,116,6136,71,6136,52,6136
"1853",36081071305,48,4871,67,4871,33,4871
"1854",36081071306,39,5811,61,5811,51,5811
"1855",36081071600,11,0,6,0,2,0
"1856",36081071701,151,5161,171,5161,149,5161
"1857",36081071702,112,3921,108,3921,133,3921
"1858",36081071900,43,2630,77,2630,51,2630
"1859",36081072100,67,4963,67,4963,48,4963
"1860",36081072300,35,2127,45,2127,65,2127
"1861",36081072900,32,1363,23,1363,30,1363
"1862",36081073100,26,1515,38,1515,42,1515
"1863",36081073700,217,2042,242,2042,192,2042
"1864",36081073900,48,5028,78,5028,77,5028
"1865",36081074100,179,3015,126,3015,132,3015
"1866",36081074300,161,4221,157,4221,119,4221
"1867",36081074500,80,3571,109,3571,101,3571
"1868",36081074700,238,3386,262,3386,177,3386
"1869",36081074900,47,1453,32,1453,32,1453
"1870",36081075701,70,4678,63,4678,57,4678
"1871",36081075702,37,4481,65,4481,74,4481
"1872",36081076901,27,4056,20,4056,34,4056
"1873",36081076902,264,1371,287,1371,154,1371
"1874",36081077300,18,2234,18,2234,14,2234
"1875",36081077500,23,2273,31,2273,15,2273
"1876",36081077902,95,5263,37,5263,80,5263
"1877",36081077903,49,2972,21,2972,35,2972
"1878",36081077904,95,6155,82,6155,112,6155
"1879",36081077905,38,2455,49,2455,32,2455
"1880",36081077906,102,3633,100,3633,86,3633
"1881",36081077907,23,3193,28,3193,25,3193
"1882",36081077908,88,3755,78,3755,81,3755
"1883",36081078800,66,1818,92,1818,58,1818
"1884",36081079000,102,2549,167,2549,125,2549
"1885",36081079200,55,2280,129,2280,31,2280
"1886",36081079300,2,1,3,1,NA,NA
"1887",36081079701,88,7055,112,7055,134,7055
"1888",36081079702,98,4502,100,4502,119,4502
"1889",36081079900,65,3425,91,3425,99,3425
"1890",36081080301,151,4382,197,4382,238,4382
"1891",36081080302,73,3504,103,3504,99,3504
"1892",36081080900,189,6850,119,6850,170,6850
"1893",36081081400,238,3543,262,3543,147,3543
"1894",36081081800,379,3478,303,3478,141,3478
"1895",36081083700,246,5388,262,5388,261,5388
"1896",36081083800,176,4970,72,4970,89,4970
"1897",36081084000,313,6478,243,6478,123,6478
"1898",36081084500,110,5318,197,5318,201,5318
"1899",36081084601,63,2730,30,2730,15,2730
"1900",36081084602,74,1053,51,1053,27,1053
"1901",36081084900,512,7642,754,7642,486,7642
"1902",36081085300,396,5764,890,5764,794,5764
"1903",36081085500,224,6649,463,6649,313,6649
"1904",36081085700,223,5953,448,5953,310,5953
"1905",36081085900,147,5873,176,5873,169,5873
"1906",36081086100,95,2370,186,2370,117,2370
"1907",36081086300,97,7277,258,7277,113,7277
"1908",36081086400,322,2634,251,2634,162,2634
"1909",36081086500,314,4514,468,4514,554,4514
"1910",36081086900,639,2131,976,2131,660,2131
"1911",36081087100,704,1752,1345,1752,940,1752
"1912",36081088400,202,7337,246,7337,156,7337
"1913",36081088901,480,10266,542,10266,470,10266
"1914",36081089200,228,7430,163,7430,114,7430
"1915",36081090700,142,1355,92,1355,72,1355
"1916",36081091601,14,4079,40,4079,36,4079
"1917",36081091602,3,0,4,0,4,0
"1918",36081091800,16,17,15,17,13,17
"1919",36081091900,178,5766,108,5766,90,5766
"1920",36081092200,60,2206,46,2206,57,2206
"1921",36081092500,363,3681,275,3681,235,3681
"1922",36081092800,49,3246,81,3246,76,3246
"1923",36081092900,227,6496,120,6496,102,6496
"1924",36081093401,70,3789,111,3789,85,3789
"1925",36081093402,98,3657,155,3657,130,3657
"1926",36081093800,319,5218,409,5218,309,5218
"1927",36081093900,128,4400,68,4400,58,4400
"1928",36081094201,261,3380,353,3380,211,3380
"1929",36081094202,905,4700,1337,4700,944,4700
"1930",36081094203,319,5369,454,5369,305,5369
"1931",36081094500,312,3971,136,3971,128,3971
"1932",36081094700,212,2577,148,2577,85,2577
"1933",36081095400,453,5368,825,5368,844,5368
"1934",36081096400,436,4441,626,4441,736,4441
"1935",36081097202,373,2795,265,2795,423,2795
"1936",36081097203,2532,6865,2884,6865,2638,6865
"1937",36081097204,424,3544,637,3544,608,3544
"1938",36081097300,51,2016,45,2016,47,2016
"1939",36081098100,90,2249,68,2249,48,2249
"1940",36081098700,61,2444,51,2444,54,2444
"1941",36081099100,62,6507,64,6507,46,6507
"1942",36081099200,422,3803,527,3803,411,3803
"1943",36081099701,28,2670,27,2670,19,2670
"1944",36081099703,3,3892,16,3892,9,3892
"1945",36081099704,58,6868,76,6868,69,6868
"1946",36081099705,9,2632,14,2632,10,2632
"1947",36081099801,562,7608,902,7608,678,7608
"1948",36081099802,489,5283,727,5283,744,5283
"1949",36081100801,163,2327,138,2327,90,2327
"1950",36081100802,999,8106,963,8106,645,8106
"1951",36081101001,749,9943,768,9943,705,9943
"1952",36081101002,45,4138,77,4138,101,4138
"1953",36081101700,92,5689,117,5689,65,5689
"1954",36081102900,99,3319,83,3319,71,3319
"1955",36081103201,1697,6456,2049,6456,1485,6456
"1956",36081103202,748,6197,695,6197,607,6197
"1957",36081103300,84,4116,77,4116,63,4116
"1958",36081103900,127,6151,123,6151,118,6151
"1959",36081104700,142,7314,106,7314,145,7314
"1960",36081105900,99,3556,54,3556,52,3556
"1961",36081107201,197,2443,231,2443,102,2443
"1962",36081108500,52,2613,63,2613,44,2613
"1963",36081109300,125,3034,158,3034,122,3034
"1964",36081109700,286,1887,264,1887,143,1887
"1965",36081109900,58,3277,69,3277,66,3277
"1966",36081111300,66,2559,82,2559,81,2559
"1967",36081112300,130,2102,106,2102,109,2102
"1968",36081112900,70,2242,49,2242,53,2242
"1969",36081113300,26,1537,23,1537,32,1537
"1970",36081113900,158,3322,94,3322,87,3322
"1971",36081114100,50,2406,27,2406,24,2406
"1972",36081114700,50,1673,33,1673,32,1673
"1973",36081115100,70,1116,35,1116,44,1116
"1974",36081115500,204,2114,254,2114,125,2114
"1975",36081115700,185,3388,247,3388,135,3388
"1976",36081115900,122,3991,205,3991,92,3991
"1977",36081116100,134,4589,157,4589,171,4589
"1978",36081116300,277,9104,481,9104,246,9104
